Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Data collections
NA20854	female	SAME123248	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19923	female	SAME124710	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20876	female	SAME123599	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20859	female	SAME123249	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19985	female	SAME123900	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20883	male	SAME123883	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20861	male	SAME123807	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20127	female	SAME122884	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20826	female	SAME123070	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20866	male	SAME123808	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20278	male	SAME123617	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20845	male	SAME123430	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20518	male	SAME123178	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20336	female	SAME124194	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20852	male	SAME123244	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20520	male	SAME124019	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20343	male	SAME124397	ASW	African-American SW	FR	African	1000 Genomes phase 3 release
NA20802	female	SAME125366	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20525	male	SAME124015	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20348	male	SAME124407	ASW	African-American SW	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20807	female	SAME125363	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20532	male	SAME124171	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20514	female	SAME124558	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20814	male	SAME125188	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20758	male	SAME125117	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20519	male	SAME123179	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20819	female	SAME125183	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20760	female	SAME124364	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20521	male	SAME124018	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20821	female	SAME123075	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20765	male	SAME124367	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20526	female	SAME124014	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20509	male	SAME124354	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20772	female	SAME124574	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20588	male	SAME122866	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20511	male	SAME124563	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20892	female	SAME123109	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20754	male	SAME124173	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20516	male	SAME124556	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20897	male	SAME123664	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20759	male	SAME125094	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20528	male	SAME124012	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20900	female	SAME122920	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20761	female	SAME124363	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20530	female	SAME124169	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20905	male	SAME122915	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20766	female	SAME124370	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20535	female	SAME124166	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20873	male	SAME122841	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20533	female	SAME124172	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20542	female	SAME125150	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20878	female	SAME123595	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20538	male	SAME124163	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20585	female	SAME122861	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20885	male	SAME124525	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20540	female	SAME125148	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20770	male	SAME124576	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20796	male	SAME123819	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20805	male	SAME125361	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20775	female	SAME124573	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20804	female	SAME125224	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20812	male	SAME125190	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA20787	male	SAME123609	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA21092	male	SAME123322	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20862	female	SAME123804	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20799	female	SAME123822	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA21097	female	SAME123319	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20867	male	SAME123809	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20756	female	SAME124175	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA21100	male	SAME124440	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20874	female	SAME123597	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20763	male	SAME124365	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21105	male	SAME124437	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20879	female	SAME123594	GIH	Gujarati	AS	South Asian	1000 Genomes phase 3 release
NA20768	female	SAME124372	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA21112	male	SAME124182	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20881	female	SAME124531	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20908	female	SAME123777	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21117	male	SAME124185	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20886	female	SAME123878	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20910	female	SAME123100	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21124	male	SAME124024	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20893	female	SAME123668	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21088	female	SAME123143	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21129	male	SAME124023	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20898	male	SAME123141	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21090	male	SAME123320	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21143	female	SAME123359	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20901	male	SAME122919	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21095	male	SAME123318	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21101	female	SAME124441	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21122	female	SAME124030	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21106	female	SAME124434	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21127	male	SAME124027	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21113	male	SAME124181	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21134	male	SAME123830	GIH	Gujarati	AS	South Asian	1000 Genomes phase 3 release
NA21118	male	SAME123585	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21141	female	SAME125205	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21120	female	SAME124028	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20888	female	SAME125258	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20829	male	SAME123077	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20890	male	SAME123671	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20831	male	SAME122893	TSI	Tuscan	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20895	male	SAME123666	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20850	male	SAME123246	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20903	male	SAME122921	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA20906	female	SAME122918	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21103	female	SAME124439	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21086	female	SAME123139	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21108	female	SAME124442	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21093	male	SAME123323	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21110	female	SAME124180	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21098	male	SAME123324	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21115	male	SAME124183	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21125	female	SAME124025	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21137	female	SAME124038	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA21144	female	SAME124511	GIH	Gujarati	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG00117	male	SAME125346	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00124	female	SAME122870	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00129	male	SAME122867	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00131	male	SAME123064	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00136	male	SAME123065	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00143	male	SAME124393	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00148	male	SAME124388	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00150	female	SAME124591	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00155	male	SAME124588	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00256	male	SAME123048	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00263	female	SAME123581	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00268	female	SAME123574	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00270	female	SAME123418	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00275	female	SAME123421	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00174	female	SAME124958	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00179	female	SAME124965	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00181	male	SAME123644	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00186	male	SAME123647	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00232	female	SAME124128	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00237	female	SAME124124	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00244	male	SAME123217	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00249	female	SAME123227	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00251	male	SAME123053	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00097	female	SAME123267	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00100	female	SAME125154	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00105	male	SAME123949	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00112	male	SAME125341	GBR	British	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00282	female	SAME122833	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00302	female	SAME1840121	FIN	Finnish	EUR	European	1000 Genomes on GRCh38
HG00319	female	SAME124334	FIN	Finnish	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00559	male	SAME124248	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00561	female	SAME124455	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes phase 3 release
HG00566	female	SAME125048	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00578	female	SAME123528	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00580	male	SAME124832	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00585	female	SAME124722	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes phase 3 release
HG00592	male	SAME125011	CHS	Southern Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
